RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B3-116241,2013/11/01 00:00:00+00,823,S 10 at N,INJURY,RIGHT ANGLE,1,0,NO,YES,NO,NO,NO,NO,NO,179
B3-001856,2013/11/04 00:00:00+00,750,"MADISON,DELHAY to N 63",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,180
B3-051152,2013/06/07 00:00:00+00,1300,"S 70,A to SUMNER",INJURY H&R,SIDE SWIPE,2,1,NO,NO,YES,NO,NO,NO,NO,181
B3-067352,2013/07/03 00:00:00+00,2251,N 48 at ADAMS,NON-INJ,TURNING,1,0,NO,YES,NO,NO,NO,NO,NO,182
B3-094020,2013/10/06 00:00:00+00,326,"S 39,F to RANDOLPH",INJURY,PARKED,2,1,NO,NO,YES,NO,NO,YES,NO,183
B3-034411,2013/05/28 00:00:00+00,1425,N 12 at Q,NON-INJ H&R,TURNING,1,1,NO,YES,NO,NO,NO,NO,NO,184
B3-000655,2013/04/15 00:00:00+00,1707,"EASTBOROUGH,STEINWAY to PRESTWICK",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,185
B3-067436,2013/07/06 00:00:00+00,2043,N 27 at CORNHUSKER,NON-INJ,TURNING,1,0,NO,YES,NO,NO,NO,NO,NO,186
B3-118974,2013/11/02 00:00:00+00,1831,"S 17,LAKE to SEWELL",INJURY,RIGHT ANGLE,2,1,NO,YES,NO,NO,NO,NO,NO,187
B3-001857,2013/11/08 00:00:00+00,1933,"W O,1 to SUN VALLEY",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,188
B3-051694,2013/06/09 00:00:00+00,1647,"S 10,HIGH to VAN DORN",INJURY,TURNING,2,2,NO,NO,YES,NO,NO,NO,NO,189
B3-067520,2013/07/07 00:00:00+00,1704,N 48 at VINE,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,YES,NO,190
B3-000670,2013/04/18 00:00:00+00,1510,"LYNCREST,EASTRIDGE to O",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,YES,NO,191
B3-094887,2013/10/09 00:00:00+00,739,"S 84,CHERRYWOOD to CHESTNUT",INJURY,REAR END,2,1,NO,NO,YES,NO,NO,NO,NO,192
B3-037742,2013/05/29 00:00:00+00,1735,46 at O,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,193
B3-000688,2013/04/19 00:00:00+00,715,"BRIARPARK,HALLCLIFFE RD to RENTWORTH DR",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,194
B3-000029,2013/11/01 00:00:00+00,750,PINE LAKE at RIDGE RD,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,195
B3-001867,2013/11/10 00:00:00+00,300,5500 SUPERIOR at PARKING LOT,INJURY H&R,,1,1,YES,NO,NO,NO,NO,YES,NO,196
B3-054486,2013/06/17 00:00:00+00,1625,"N 1,BENTON to FAIRFIELD",INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,197
B3-069049,2013/07/08 00:00:00+00,1540,"E,S 43 to S 44",INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,198
B3-000707,2013/04/23 00:00:00+00,2228,110 Q at -,INJURY H&R,,1,1,YES,NO,NO,NO,NO,NO,NO,199
B3-000034,2013/11/05 00:00:00+00,740,LEIGHTON at N COTNER,INJURY H&R,TURNING,1,1,NO,YES,NO,NO,NO,YES,NO,200
B3-000721,2013/04/25 00:00:00+00,1815,"N 55,T to VINE",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,201
B3-001872,2013/11/12 00:00:00+00,925,"L,S 17 to S 18",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,202
B3-069370,2013/07/11 00:00:00+00,1600,N 56 at HOLDREGE,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,203
B3-056085,2013/06/21 00:00:00+00,1418,"S 48,A to C",INJURY,REAR END,3,1,NO,NO,YES,NO,NO,NO,NO,204
B3-095313,2013/10/10 00:00:00+00,1705,"W VAN DORN,SW 15 to FOLSOM CONNECTOR",INJURY,DRIVEWAY,2,2,NO,NO,YES,NO,NO,NO,NO,205
B3-042030,2013/05/29 00:00:00+00,2150,GOODHUE BLVD at H,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,206
B3-001041,2013/07/19 00:00:00+00,2223,"CORNHUSKER,N 31 to N 33",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,YES,NO,207
B3-000728,2013/05/05 00:00:00+00,1325,"RANDOLPH,S 27 to S 28",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,208
B3-000050,2013/11/05 00:00:00+00,1158,N 10 at Q,INJURY,TURNING,1,1,NO,YES,NO,NO,NO,NO,NO,209
B3-069586,2013/07/15 00:00:00+00,213,"W O,W 40 to W 44",INJURY,OTHER,1,2,NO,YES,NO,NO,NO,NO,NO,210
B3-001873,2013/11/16 00:00:00+00,9999,UNKNOWN at -,FATAL,UNKNOWN,1,1,YES,NO,NO,NO,NO,NO,NO,211
B3-058453,2013/06/28 00:00:00+00,1343,HOMESTEAD at W O,NON-INJ,TURNING,2,0,NO,NO,YES,NO,NO,YES,NO,212
B3-096163,2013/10/12 00:00:00+00,1510,"CHARLESTON,N 10 to N 12",NON-INJ H&R,PARKED,2,0,NO,NO,YES,NO,NO,YES,NO,213
B3-000735,2013/05/17 00:00:00+00,1500,5801 N 33 at NORTH STAR,INJURY,,2,1,YES,NO,NO,NO,NO,NO,NO,214
B3-069826,2013/07/16 00:00:00+00,1515,"N 27,DUDLEY to STARR",INJURY H&R,DRIVEWAY,1,1,NO,YES,NO,NO,NO,YES,NO,215
B3-000096,2013/11/05 00:00:00+00,1801,"VINE,N 45 to N 48",INJURY,TURNING,1,1,NO,YES,NO,NO,NO,NO,NO,216
B3-043012,2013/05/31 00:00:00+00,9999,N 84 at HOLDREGE,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,YES,NO,217
B3-001875,2013/11/18 00:00:00+00,145,UNKNOWN at -,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,218
B3-001059,2013/07/23 00:00:00+00,955,68 at O,INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,219
B3-059618,2013/06/30 00:00:00+00,44,200 W P at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,YES,NO,NO,YES,NO,220
B3-000104,2013/11/07 00:00:00+00,751,S 33 at A,INJURY,RIGHT ANGLE,2,1,NO,YES,NO,NO,NO,YES,NO,221
B3-000739,2013/05/21 00:00:00+00,1130,"J,CAPITOL AVE to S 21",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,222
B3-072051,2013/07/17 00:00:00+00,1030,S HAZELWOOD at COTTONWOOD,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,223
B3-001902,2013/11/19 00:00:00+00,1800,"N 27,CORNHUSKER to KNOX",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,224
B3-059730,2013/06/29 00:00:00+00,1900,"DEAD END-N 35,ST PAUL-MADISON to ALLEY",INJURY,RAN OFF ROAD,1,1,NO,NO,YES,NO,NO,NO,NO,225
B3-001061,2013/07/23 00:00:00+00,1300,1600 S 48 at -,INJURY,,1,1,YES,NO,NO,NO,NO,YES,NO,226
B3-000120,2013/11/08 00:00:00+00,1735,S 27 at CALVERT,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,227
B3-044056,2013/06/02 00:00:00+00,1330,"SCOTT,LAKE to SEWELL",INJURY,DRIVEWAY,1,1,NO,YES,NO,NO,NO,YES,NO,228
B3-096912,2013/10/15 00:00:00+00,1722,N 25 at DODGE,NON-INJ,DRIVEWAY,2,0,NO,NO,YES,NO,NO,NO,NO,229
B3-000744,2013/05/23 00:00:00+00,107,SW 1 at W A,INJURY H&R,OTHER,1,2,YES,NO,NO,NO,NO,NO,NO,230
B3-000123,2013/11/08 00:00:00+00,1740,NORMAL at SOUTH,INJURY,TURNING,1,1,NO,YES,NO,NO,NO,NO,NO,231
B3-073025,2013/07/17 00:00:00+00,1114,FIR HOLLOW LN at BEAVER CREEK LN,INJURY,RIGHT ANGLE,1,2,NO,YES,NO,NO,NO,NO,NO,232
B3-001068,2013/07/23 00:00:00+00,30,S 18 at WASHINGTON,INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,233
B3-044604,2013/06/06 00:00:00+00,1123,"Y,N 26 to N 27",INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,YES,NO,234
B3-001905,2013/11/19 00:00:00+00,1915,"N 35,CORNHUSKER to GLADSTONE",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,235
B3-061353,2013/07/06 00:00:00+00,1120,N 9 at P,NON-INJ,TURNING,2,0,NO,NO,YES,NO,NO,NO,NO,236
B3-099373,2013/10/24 00:00:00+00,950,"VAN DORN,S 16 to S 17",INJURY,RAN OFF ROAD,1,1,NO,NO,YES,NO,NO,NO,NO,237
B3-073290,2013/07/17 00:00:00+00,2335,S 14 at D,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,238
B3-000757,2013/05/24 00:00:00+00,1428,W 22 at W O,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,239
B3-000131,2013/11/09 00:00:00+00,1617,"S 70,HOLMES PARK RD to PIONEER WOODS DR",INJURY,TURNING,1,1,NO,YES,NO,NO,NO,YES,NO,240
B3-001072,2013/07/25 00:00:00+00,1935,N 27 at APPLE,INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,241
B3-049651,2013/06/06 00:00:00+00,1417,"N 27,APPLE to W",INJURY H&R,DRIVEWAY,1,1,NO,YES,NO,NO,NO,NO,NO,242
B3-001912,2013/11/22 00:00:00+00,745,"FLETCHER,N 27 to N 28",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,243
B3-073689,2013/07/16 00:00:00+00,1500,"ALLEY,STARR-HOLDREGE to N 32-N 33",INJURY H&R,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,244
B3-099838,2013/10/25 00:00:00+00,1525,"S 40,LOWELL to PRESCOTT",INJURY,REAR END,2,1,NO,NO,YES,NO,NO,YES,NO,245
B3-000771,2013/06/07 00:00:00+00,2013,"3940 N 26,GOLDEN CORRAL to PARKING LOT",INJURY,,2,1,YES,NO,NO,NO,NO,YES,NO,246
B3-000163,2013/11/18 00:00:00+00,2022,S 17 at PROSPECT,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,247
B3-001079,2013/07/27 00:00:00+00,124,"O,14 to CENTENNIAL MALL",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,YES,NO,248
B3-061426,2013/07/06 00:00:00+00,1539,"S 10,K to L",INJURY,OTHER,1,2,NO,NO,YES,NO,NO,NO,NO,249
B3-073786,2013/07/22 00:00:00+00,1554,N 33 at CORNHUSKER,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,250
B3-099857,2013/10/25 00:00:00+00,1600,"O,17 to 18",INJURY H&R,REAR END,2,1,NO,NO,YES,NO,NO,NO,NO,251
B3-001940,2013/11/23 00:00:00+00,2000,6400 N 84 at -,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,252
B3-000172,2013/11/30 00:00:00+00,1250,"DUDLEY,N 48 to N 50",NON-INJ,SIDE SWIPE,1,0,NO,YES,NO,NO,NO,NO,NO,253
B3-062048,2013/07/09 00:00:00+00,1542,S 16 & S 17 at J & K,INJURY,DRIVEWAY,2,1,NO,NO,YES,NO,NO,YES,NO,254
B3-001088,2013/07/27 00:00:00+00,941,S 33 at CALVERT,INJURY,RIGHT ANGLE,2,1,YES,NO,NO,NO,NO,NO,NO,255
B3-074231,2013/07/24 00:00:00+00,810,"R,N 24 to N 25",INJURY,TURNING,1,1,NO,YES,NO,NO,NO,NO,NO,256
B3-000792,2013/06/08 00:00:00+00,1222,2662 CORNHUSKER at PARKING LOT,INJURY H&R,,1,1,YES,NO,NO,NO,NO,NO,NO,257
B3-001953,2013/11/29 00:00:00+00,915,"CANOPY ST,R to Q",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,YES,NO,258
B3-099922,2013/10/25 00:00:00+00,1805,"N 45,R to VINE",NON-INJ,HEAD ON,2,0,NO,NO,YES,NO,NO,NO,NO,259
B3-000180,2013/12/10 00:00:00+00,1814,N 30 at VINE,INJURY H&R,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,260
B3-001094,2013/07/27 00:00:00+00,1517,"WEBSTER,N 72 to N 71",INJURY,OTHER,1,2,YES,NO,NO,NO,NO,YES,NO,261
B3-062149,2013/07/10 00:00:00+00,718,"S 70,SOUTHFORK to NEBR HWY",INJURY,RAN OFF ROAD,1,1,NO,NO,YES,NO,NO,NO,NO,262
B3-001958,2013/12/03 00:00:00+00,900,10 at O,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,263
B3-100549,2013/10/27 00:00:00+00,1530,S 16 at A,INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,264
B3-074941,2013/07/27 00:00:00+00,1658,"S 56,NEBR HWY to SHADY CREEK",INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,265
B3-000795,2013/06/16 00:00:00+00,1715,233 N 48 at -,NON-INJ H&R,,1,0,YES,NO,NO,NO,NO,NO,NO,266
B3-000188,2013/12/11 00:00:00+00,1750,"F,S 10 to S 9",INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,267
B3-062457,2013/07/10 00:00:00+00,2040,S 50 at LOCUST,INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,268
B3-001967,2013/12/03 00:00:00+00,1652,"OLD CHENEY,S 48 to S 49",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,269
B3-001095,2013/07/31 00:00:00+00,1640,S 13 at K,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,270
B3-000191,2013/12/30 00:00:00+00,1735,N 27 at W,INJURY,TURNING,1,1,NO,YES,NO,NO,NO,NO,NO,271
B3-000851,2013/06/27 00:00:00+00,2312,"S 40,YANKEE HILL to WILDERNESS HILLS",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,272
B3-078773,2013/07/27 00:00:00+00,2120,"A,S 33 to S 35",INJURY,REAR END,1,1,NO,YES,NO,NO,NO,NO,NO,273
B3-100912,2013/10/29 00:00:00+00,720,"L,S 16 to S 17",INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,274
B3-062571,2013/07/11 00:00:00+00,650,"W O,S CODDINGTON to W 20",INJURY,REAR END,2,1,NO,NO,YES,NO,NO,YES,NO,275
B3-001151,2013/07/31 00:00:00+00,1040,N 20 at SUPERIOR,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,276
B3-001986,2013/12/05 00:00:00+00,1235,"P,N 13 to N 14",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,277
B3-000196,2013/12/31 00:00:00+00,735,NORMAL at SOUTH,NON-INJ,TURNING,1,0,NO,YES,NO,NO,NO,NO,NO,278
B3-079869,2013/07/30 00:00:00+00,1400,2130 W Q at -,NON-INJ H&R,,1,0,NO,YES,NO,NO,NO,YES,NO,279
B3-101190,2013/10/30 00:00:00+00,156,"S 48,HIGH to SHERMAN",INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,280
B3-000856,2013/07/10 00:00:00+00,1215,555 S 70 at ST ELIZABETH HOS,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,281
B3-063042,2013/07/11 00:00:00+00,1700,N 14 at SUPERIOR,INJURY,RIGHT ANGLE,2,1,NO,NO,YES,NO,NO,YES,NO,282
B3-002020,2013/12/09 00:00:00+00,1600,"606 W A,CASEYS to PARKING LOT",INJURY H&R,,1,1,YES,NO,NO,NO,NO,NO,NO,283
B3-080684,2013/08/01 00:00:00+00,1130,17 at O,NON-INJ H&R,RIGHT ANGLE,1,0,NO,YES,NO,NO,NO,NO,NO,284
B3-001184,2013/08/01 00:00:00+00,2309,"NW 48,AIR PARK RD to W KNIGHT",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,285
B3-000209,2013/01/04 00:00:00+00,1624,S 9 at M,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,286
B3-101736,2013/11/03 00:00:00+00,1502,"O,50 to 52",INJURY,REAR END,0,1,NO,NO,YES,NO,NO,YES,NO,287
B3-080689,2013/08/01 00:00:00+00,1340,S 27 at J,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,288
B3-000934,2013/07/13 00:00:00+00,1600,1515 HILLTOP at PARKING LOT,INJURY H&R,,1,1,YES,NO,NO,NO,NO,NO,NO,289
B3-065067,2013/07/16 00:00:00+00,2030,"S 56,M to N",INJURY,RAN OFF ROAD,1,1,NO,NO,YES,NO,NO,NO,NO,290
B3-002037,2013/12/11 00:00:00+00,1059,N 27 at FAIR,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,291
B3-000211,2013/01/04 00:00:00+00,2020,5500 S 56 ST at CVS PHARMACY,INJURY H&R,,1,1,YES,NO,NO,NO,NO,NO,NO,292
B3-081374,2013/08/03 00:00:00+00,1157,"S 17,GARFIELD to WASHINGTON",INJURY H&R,DRIVEWAY,1,1,NO,YES,NO,NO,NO,NO,NO,293
B3-001212,2013/08/02 00:00:00+00,1535,"K,S 10 to S 11",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,294
B3-102681,2013/11/02 00:00:00+00,1347,"S 70,HOLMES PARK RD to PIONEER WOODS DR",INJURY,REAR END,2,3,NO,NO,YES,NO,NO,YES,NO,295
B3-000940,2013/07/16 00:00:00+00,1521,1601 N 84 at HYVEE,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,296
B3-065319,2013/07/17 00:00:00+00,2240,N 1 at CORNHUSKER,INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,297
B3-002039,2013/12/12 00:00:00+00,733,"S 10,C to D",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,298
B3-000217,2013/01/10 00:00:00+00,1145,332 CENTENNIAL at MALL SOUTH,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,299
B3-081870,2013/08/06 00:00:00+00,1700,"S 27,B to C",INJURY,DRIVEWAY,2,1,NO,YES,NO,NO,NO,NO,NO,300
B3-000982,2013/07/16 00:00:00+00,1730,"N 33,HOLDREGE to POTTER",INJURY,SIDE SWIPE,2,2,YES,NO,NO,NO,NO,NO,YES,301
B3-066846,2013/07/21 00:00:00+00,1900,S 70 at YANKEE HILL,INJURY,TURNING,1,1,NO,NO,YES,NO,NO,NO,NO,302
B3-001213,2013/08/08 00:00:00+00,9999,"FRANCIS,N 65 to N COTNER",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,303
B3-104460,2013/11/08 00:00:00+00,1351,"S COTNER,J to L",INJURY,RIGHT ANGLE,2,1,NO,NO,YES,NO,NO,NO,NO,304
B3-000993,2013/07/16 00:00:00+00,1926,8800 O at -,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,305
B3-081897,2013/08/07 00:00:00+00,1600,S 17 at VAN DORN,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,306
B3-002042,2013/12/12 00:00:00+00,1516,"N 23,O to P",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,307
B3-000220,2013/01/12 00:00:00+00,1640,N 9 at Q,INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,308
B3-067547,2013/07/24 00:00:00+00,727,S 27 at VAN DORN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,YES,NO,NO,NO,NO,309
B3-084051,2013/08/09 00:00:00+00,1330,W HUGHES at W CRAW,NON-INJ H&R,RIGHT ANGLE,1,0,NO,YES,NO,NO,NO,NO,NO,310
B3-001020,2013/07/16 00:00:00+00,9999,UNKNOWN at -,INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,311
B3-001254,2013/08/11 00:00:00+00,1657,1800 S 50 at -,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,312
B3-105048,2013/11/10 00:00:00+00,340,"S 56,THOMPSON CREEK to UNION HILL RD",INJURY,RAN OFF ROAD,1,1,NO,NO,YES,NO,NO,NO,NO,313
B3-084209,2013/08/14 00:00:00+00,1730,"SW 20,DEAD END to M",INJURY,REAR END,1,1,NO,YES,NO,NO,NO,NO,NO,314
B3-002055,2013/12/16 00:00:00+00,1815,"K,S 11 to S 12",INJURY,OTHER,2,1,YES,NO,NO,NO,NO,NO,NO,315
B3-000232,2013/01/13 00:00:00+00,2155,"WASHINGTON,S 13 to S 14",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,316
B3-068270,2013/07/25 00:00:00+00,1941,"S 10,PEACH to PLUM",INJURY,TURNING,2,1,NO,NO,YES,NO,NO,YES,NO,317
B3-002066,2013/12/18 00:00:00+00,1043,"1601 N 84,HYVEE to PARKING LOT",INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,318
B3-084787,2013/08/15 00:00:00+00,749,"AUGUSTA DR,S 84 to TROON DR",INJURY,RIGHT ANGLE,2,1,NO,YES,NO,NO,NO,NO,NO,319
B3-001265,2013/08/12 00:00:00+00,9999,"S 14,M to N",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,320
B3-106127,2013/11/14 00:00:00+00,1100,"P,N 11 to N 12",INJURY,TURNING,2,1,NO,NO,YES,NO,NO,NO,NO,321
B3-068736,2013/07/28 00:00:00+00,1130,"S 84,EIGER DR to PINE LAKE",INJURY,OTHER,1,2,NO,NO,YES,NO,NO,NO,NO,322
B3-086513,2013/08/15 00:00:00+00,1219,"L,S 17 to S 18",INJURY,DRIVEWAY,2,1,NO,YES,NO,NO,NO,NO,NO,323
B3-002084,2013/12/28 00:00:00+00,1912,1601 N 84 at -,INJURY H&R,,1,1,YES,NO,NO,NO,NO,NO,NO,324
B3-001266,2013/08/13 00:00:00+00,1625,N 27 at KNOX,INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,325
B3-070006,2013/07/30 00:00:00+00,2025,"N 48,VINE to W",INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,326
B3-106617,2013/11/15 00:00:00+00,1536,N 56 at ADAMS,INJURY,TURNING,2,1,NO,NO,YES,NO,NO,NO,NO,327
B3-087613,2013/08/16 00:00:00+00,1825,"N 27,APPLE to W",INJURY,TURNING,2,1,NO,YES,NO,NO,NO,NO,NO,328
B3-002118,2013/01/01 00:00:00+00,104,"L,S 18 to S 19",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,329
B3-001278,2013/08/13 00:00:00+00,2042,"SUPERIOR,BEL RIDGE to N 14",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,330
B3-002122,2013/01/01 00:00:00+00,49,"N 48,GARLAND to LEIGHTON",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,331
B3-088778,2013/08/21 00:00:00+00,1535,S 70 at S WEDGEWOOD,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,332
B3-001315,2013/08/15 00:00:00+00,1000,"N 30,APPLE to W",INJURY,PARKED,2,1,YES,NO,NO,NO,NO,NO,NO,333
B3-002125,2013/01/01 00:00:00+00,213,4625 NORMAL at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,334
B3-089141,2013/08/23 00:00:00+00,640,"N 11,ADAMS to BUTLER",INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,335
B3-001348,2013/08/17 00:00:00+00,9999,UNKNOWN at -,INJURY H&R,UNKNOWN,1,1,YES,NO,NO,NO,NO,NO,NO,336
B3-002134,2013/01/01 00:00:00+00,228,"CHERRYWOOD,O to SYCAMORE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,337
B3-091968,2013/08/23 00:00:00+00,1513,N 35 at VINE,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,338
B3-001352,2013/08/27 00:00:00+00,1010,700 R at -,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,339
B3-002142,2013/01/01 00:00:00+00,450,"N 26,T to U",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,340
B3-092525,2013/08/24 00:00:00+00,1911,S 56 at CALVERT,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,341
B3-001354,2013/08/30 00:00:00+00,920,"S 9,N to O",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,YES,NO,342
B3-002148,2013/01/01 00:00:00+00,30,1300 DENSMORE at -,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,343
B3-001379,2013/09/01 00:00:00+00,213,17 at O,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,344
B3-093816,2013/08/25 00:00:00+00,1013,"N 10,O to P",INJURY,DRIVEWAY,1,1,NO,YES,NO,NO,NO,NO,NO,345
B3-002154,2013/01/01 00:00:00+00,615,"S 37,CARNELIAN to SWEETBRIAR",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,346
B3-094818,2013/08/27 00:00:00+00,1653,S 4 at D,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,347
B3-001380,2013/09/01 00:00:00+00,215,"N 17,R to VINE",INJURY H&R,UNKNOWN,1,1,YES,NO,NO,NO,NO,NO,NO,348
B3-002155,2013/01/01 00:00:00+00,805,"N 29,PEAR to W",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,349
B3-095307,2013/08/28 00:00:00+00,2020,"A,CHAUTAUQUA to S 33",INJURY,TURNING,1,1,NO,YES,NO,NO,NO,NO,NO,350
B3-001404,2013/09/03 00:00:00+00,750,7001 S 14 at -,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,351
B3-002180,2013/01/01 00:00:00+00,805,"N 29,PEAR to W",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,352
B3-097151,2013/08/29 00:00:00+00,1515,PINE LAKE at S 20,NON-INJ,RIGHT ANGLE,2,0,NO,YES,NO,NO,NO,NO,NO,353
B3-001450,2013/09/04 00:00:00+00,1616,N 70 at LEIGHTON,INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,354
B3-097922,2013/09/01 00:00:00+00,1622,"S 33,HILLSIDE to SHERIDAN",INJURY,RAN OFF ROAD,1,2,NO,YES,NO,NO,NO,NO,NO,355
B3-001462,2013/09/04 00:00:00+00,1719,5240 N 27 at SLUMBERLAND,INJURY,,2,1,YES,NO,NO,NO,NO,YES,NO,356
B3-002185,2013/01/01 00:00:00+00,1220,N 11 at SAUNDERS,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,357
B3-002198,2013/01/01 00:00:00+00,1300,"A,S 23 to S 24",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,358
